quail	перепёлка	Hunting quail from a mule-drawn wagon is all that.
qualify	квалифицировать	After this win I feel it is realistic for us to qualify from the group.
quarrel	ссора; спорить	This is the repeat of the James Irvin quarrel for Alexander.
quarry	каменоломня	Hunting, no matter the quarry is what you make it.
quartz	кварц	He had had experience in quartz-mining before he went to
quay	набережная; пристань; причал	The timber deck of the quay is a generous public gathering place.
quell	успокаивать; подавлять	Is the expectation is he is trying to kind of quell that emotional outburst?
quench	утолять; удовлетворять; тушить; гасить	Firemen hauled on hoses in a desperate bid to quench the flames
quietly	спокойно; тихо	I call his name quietly at first, but he's unresponsive.
quill	перо	Known as the quill-pen cutter.
quim	манда	Quim does reference a slang term for female anatomy.
quince	айва	The quince is a long bloomer here and always cheers us.
quirky	причудливый; ушлый	Her sense of humor was decidedly quirky.
quite	вполне; довольно	But you hoped, not quite so soon -- not quite so soon.
quizzical	насмешливый; шутливый	His expression was quizzical and slightly concerned.
quote	цитата; выдержка; цитировать; кавычка	Thunder colon quote capital Cut away the mast exclamation point close quote
rabies	бешенство	Without post-exposure prophylaxis, rabies is fatal.
rack	вешалка; стеллаж; подставка	A magazine rack
radiance	свечение; сияние	While heaven's own hues in radiance round thee glow,
raffle	лотерея	A charity raffle
rag	тряпка; ветошь	He wiped his hands on an oily rag
rage	гнев; бешенство; ярость	Finding ways to express themselves and their rage is an endless pursuit.
raids	набеги бомбардировки	Luckily most of the artwork was recovered in raids by the police.
railing	ограда; поручни; перила. рельсы	While down his cheeks and mine tears ran in railing rain:
raise	повышение; поднятие; поднимать	A great time to ask for a raise is after your boss has praised you for something.
raisin	изюм	Hope you like oatmeal raisin.
rake	грабли; сгребать; загребать	For both of these a small, fine rake is the best cure.
ram	баран; таранить; вдалбливать	She killed a huge, full-curl mountain ram a couple years back.
ramp	рампа; пандус; трап	I just hope the exit ramp is closer than far-far away.
rampage	ярость; неистовство; буйствовать; бушевать	How nobody's gone on a murderous rampage is beyond me.
rampant	свирепствующий; необузданный	Political violence was rampant
range	диапазон; ассортимент; дистанция	Fines for not getting the tag range from $30 to $200.
rank-and-file	заурядный; неприметный; рядовой	Among rank-and-file Americans spirituality and religiosity go hand in hand.
ransom	выкуп; выкупать; освобождать за выкуп	The kidnappers demanded a ransom
rapture	восторг; выражение восторга; восхищение; экстаз	Leonora listened with rapture
rascal	жулик; мошенник; негодяй	That is what dignity does for you, you rascal, that is dignity! ...
rash	поспешный; опрометчивый; сыпь	Painful skin rash, called dermatitis herpetiformis
rasp	скрежетать; скрежет	I agree with your decision to lose the dropped stitch 'rasp'.
rather	скорее; лучше; охотнее; предпочтительно	Would you like some wine or would you rather stick to sherry?
rationale	разумное объяснение; обоснование	It is just another rationale from the Party of no! for doing nothing.
rationing	нормирование продуктов; карточки	Food rationing and other hardships
rattle	встряхнуть; греметь; трясти	The best time to rattle is late Oct thru mid Nov, I've found.
ravage	опустошать	Seeing how cancer can ravage the vitality from a person.
rave	бред; бессвязная речь; бредить	My current rave is mash-ups.
ravine	овраг; ущелье	The bed of this immense ravine is at this day called the Charsoo
raw	сырой; необработанный	A raw hunger to make as much money as possible.
razor	бритва; брить	This razor is his first and he bought it with his own money.
reach	достигать; доставать; достичь	The phrase reach out means to reach out with your arm and try to grab something.
reach out	протяни руки	Why don't we always reach out to those
reaffirm	вновь подтверждать; укреплять	It was also a bid to reaffirm the U.S. commitment to Iraq.
real estate	недвижимость; недвижимое имущество	The leading real estate marketplace
realm	королевство; царство	The subconscious never sleeps and this realm is a vast resource for a writer.
reap	пожинать плоды; пожинать; снимать урожай	Does the phrase reap what you sew mean anything to you,
rear	выращивать	From the rear entry opens a door to the kitchen, passing by the rear chamber stairs.
reasonable	разумный; обладающий разумом; приемлимый	No reasonable person could have objected
reassure	уверять; успокоить	He understood her feelings and tried to reassure her.
rebate	скидка; уступка	The scheme eases the move to the council tax by giving rebate in the first year.
rebuff	отпор; давать отпор; отказывать наотрез	But she suddenly met a rebuff -- a kind of rebuff that she did not expect; for
rebuke	упрекать; выговор; отчитать	Mr. Broughton's comments drew a rebuke from the U.S.
recall	вспоминать; восстанавливать в памяти	I can still vaguely recall being taken to the hospital.
recant	отрекаться	What was it that the Vatican demanded that he recant?
recap	резюмировать; суммировать; вывод; повторение	Still, at least the X Factor recap is here to cheer us up …
recapture	отбить; брать обратно; отвоёвывание	June 2 -- Germans recapture from the French the sugar refinery at
receptive	восприимчивый; чувственный	A receptive audience
reciprocal	взаимный; взаимовыгодный; эквивалент; обоюдный	I am interested in reciprocal link yourdatingtube. com divya Says:
reciprocate	отвечать взаимностью	Providing for others who never add to your reciprocate is throwing it away.
reciprocity	взаимность; взаимодействие; взаимный обмен	What! You expected reciprocity from the obamasiah?
recite	декламировать; рассказывать; излагать	We provided our own entertainment by singing and reciting poetry.
reckless	безрассудный; беспечный; опрометчивый	Reckless driving
reckon	полагать; думать; считать	All I reckon is a passage to Klondike in your boat would be mighty square of you.
reclaim	восстановление; востребовать; вернуть	Here is the essence of being able to reclaim a word.
recoil	отдача	Much of the recoil is absorbed by the rifles 'weight.
recommence	возобновить; снова начать	Regular insane work schedule will recommence tomorrow.
reconcile	согласовывать; улаживать; примирить	The one on this list that I can’t reconcile is The Wrestler.
reconnaissance	разведка; разведывательный	An excellent aircraft for low-level reconnaissance
recount	рассказывать; пересчитывать; подробно излагать	So the outcome of the recount is a foregone conclusion.
recoup	компенсировать; возмещать; окупить	And then he finds this model, trying to kind of recoup his self-esteem.
recourse	обращение за помощью	Non recourse is the effective termination clause of the contract.
recover	выздороветь; поправиться	The economy has begun to recover
rectify	исправить; поправить	PM upset, seeks to rectify pension payments to Olson
recur	повторяться; происходить вновь	Snowstorms recur every winter
recuse	дисквалицировать; самоотвод	Smacking down the defense motion to recuse.
redeem	погашать; избавлять; освобождать; выкупать	The party prepared to redeem the pledges of the past three years
redemption	искупление; освобождение; выкуп	My father was not perfect, but he believed in redemption
reduce	уменьшать; сокращать; ослаблять; понижать	We offer help in reduce mortgage visit reduce mortgage
reduction	понижение; сокращение; уменьшение; снижение	Talks on arms reduction
redundant	излишний; чрезмерный	Many of the old skills had become redundant
reel	катушка; наматывать на катушку	This reel is a great buy, especially for this price.
refinement	изящество; усовершенствование; утончённость	This gross figure needs considerable refinement
reflect	отражать; размышлять; отражаться	I want every decision I make to reflect well on me
reflectively	задумчиво	She answered reflectively
refrain	воздерживаться; сдерживаться	Poor Tom had become the constant refrain of his friends
refurbish	обновлять	But it would have taken $7 million just to refurbish the feeder lot and plant.
refuse	отказывать; отвергать	Did Mister Somin refuse to answer question #9, the racial profile question?
refute	опровергать; доказывать несостоятельность	My last word, is to once again refute your post.
regain	восстановить; вернуть; снова получить обратно	I will do everything in my power to clear my name and regain my honour.
regard	рассматривать; отношение; внимание	The court must have regard to the principle of welfare.
regret	сожалеть; горевать; горе; сожаление	My main regret is that I hardly ever finish my projects.
rehearsal	репетиция; повторение	It's much easier than being in rehearsal
reimburse	возмещать; компенсировать	Purnell would reimburse his ex-fiance, Lucy Walker.
reimbursement	компенсация; возмещение	Reimbursement of everyday medical costs
rein	обузать; сдерживать; вожжи; поводья	The failure of the administration to rein in public spending.
reinforce	усиливать; укреплять	What I am trying to reinforce is that we all have experiences in our lives.
reinstatement	восстановление в правах или в прежнем положении	But I don't know if full reinstatement is a slam dunk.
reiterate	повторять	I have to reiterate, that is a very strange coincidence.
reject	отвергать; отказывать; отклонять	Republicans once again reject their own ideas in their efforts to screw over Obama.
rejection	неприятие; отклонение; отказ	The Union decided last night to recommend rejection of the offer
rejoice	радоваться; ликовать	One week later, fans can again rejoice with the release of The Elephant Man!
relatable	правдопдобный	It makes Spider-Man less relatable, which is an even bigger problem for the format.
relate	относиться; иметь отношение	How does the title relate to the rest of the text?
relatively	относительно; сравнительно	The site was cheap and relatively clean.
release	освобождать; отпускать	A campaign by the prisoner's mother resulted in his release
relegate	низводить; низводить	He soon realized the name could relegate the group to a career of obscurity.
relent	уступать; смягчаться; успокаиваться; ослабевать	I couldn't ask for a more peaceful relent from the town.
relentlessly	жестоко; неотступно	Joseph worked relentlessly
relevant	относящийся к делу; существенный; значимый	What small companies need is relevant advice
reliable	надёжный; верный; правдоподобный	A reliable source of information
reliant	самоуверенный	The children are resourceful and self-reliant which is good.
relief	облегчение; утешение; рельеф	Much to her relief, she saw the door open
relieve	облегчать; освобождать; помогать; успокаивать	The drug was used to promote sleep and to relieve pain.
relinquish	бросить; сдаваться	But Morrisons said he would instead relinquish CEO duties today.
relish	наслаждаться; смаковать; приправа	She swigged a mouthful of wine with relish.
reluctance	нежелание; неохота	This reluctance is blasted away by electronic reading.
reluctant	неохотный; вынужденный; сопротивляющийся	People are really reluctant to answer their phones to pollsters.
rely	полагаться; надеяться	If we simply ditch Hussein, our friends will never again rely upon us.
remain	жалость; милосердие; сострадание	Several years remain in the transition period
remarkable	замечательный; удивительный; поразительный	A remarkable coincidence
remediate	восстановить; исправлять	The most serious flaws are easy to remediate
remedy	средство; исправлять; мера; лекарство	Such a remedy is available for copyright violations, but not contract breaches.
remind	напоминать; быть похожим; напомнить	McCain remind voters of Obama's bitter comment.
reminiscent	помнить; напоминающий	Her suit was vaguely reminiscent of military dress.
remiss	невнимательный; нерадивый; небрежный	It would be very remiss of me not to pass on that information
remit	перечислять; передавать	Our remit is to catch crook and by and large we are left to get on with it.
remodel	реконструировать; ремонт	To enlarge and remodel his store
remonstrate	противостоять; возражать; протестовать	Let's hope they can remonstrate a Senators.
remorse	раскаяние; угрызения совести	They were filled with remorse and shame
remuneration	вознаграждение; оплата; компенсация	My deadly that I'd do if there was no remuneration is lust.
renounce	отказаться; отрекаться; отречение	What I renounce is relying on the proclamation of one language user.
rent-seeking	рентоориентированное поведение	Paul Krugman thinks that this was motivated by rent-seeking.
repel	отталкивать; отражать	Poles of the same name repel each other; poles of unlike name attract each other.
repent	сожалеть; покаяться	Not attempting to repent is what condemns the individual to hell.
repentance	раскаяние; сожаление	Who turns to God in genuine repentance and faith will be saved
replenish	пополнять; обновить	If I’m out and my diaper bag runs out I can replenish from the car.
repose	отдыхать; отдых	Kennedy to lie in repose in Boston, be buried at Arlington
reprehensible	предосудительный; достойный осуждения; достойный порицания	Price gouging, while reprehensible, is not illegal unless it is made so by the state.
reprimand	выговор; упрекать	It is very obvious here that Patterson got a strong reprimand from the Clintons.
reprisal	возмездие; ответная мера; репрессия	Three youths died in the reprisals that followed
reproach	отчитать; упрекать	He gave her a look of reproach
repulsive	отталкивающий; отвратительный	The fact that you or others may find her repulsive is really besides the point.
rescue	спасать; спасение	Firemen were called out to rescue a man trapped in the river
resemblance	сходство; похожесть	But the resemblance is there, you have to admit that.
resemble	походить; иметь сходство	It rarely happens that any two copies of the Alif Lila va Lilin resemble each other.
resent	обижаться; возмущаться; негодовать	What I particularly resent is the attitude of Charlie Sands.
resentful	обиженный; возмущенный	Bad's reaction, at first resentful, is complicated.
resentment	возмущение; негодование; чувство обиды	The resentment is palpable and vociferous and unlimited.
reside	обитать; располагаться; проживать	I like the game, but the bubble in which its players reside is something else.
residual	остаточный; разность; остаточный продукт; остаток	The withdrawal of residual occupying forces
resign	уходить в отставку; отказываться; отставка	Suggesting that Jones should resign is defensible without appealing to perfection.
resilience	упругость; гибкость; эластичность	Nylon is excellent in wearability and resilience
resilient	упругий	Babies are generally far more resilient than new parents realize
resin	смола; канифолить	Mixing waste into a resin is landfill by another name.
resolute	непоколебимый; решительный	She was resolute and unswerving
resolution	решение; решительность	She kept her resolution not to see Anne any more
resonate	перекликаться	The movie really did resonate
resort	курорт; обращаться за помощью; прибегать; прибежище	A seaside resort
respect	уважение; признание; отношение; уважать	Respect her fighting spirit and you gain respect from the world!
respectively	соответственно; в указанном порядке	Revenues in America and Asia were up 13% and 7% respectively from a year ago.
respite	передышка; отсрочка; дать отсрочку	Thank you very much for your help, this has been a great respite from the books.
responsibility	обязанность; ответственность	His main responsibility is to make sure that people buy the comics.
restless	беспокойный; тревожный; неугомонный	Sometimes it is the only calm place in restless times.
restrain	сдерживать; удерживать; ограничивать	Seat belts restrain the upper part of the body
restrict	ограничивать	Mandatory labels restrict market access for products that do not comply.
restriction	ограничение; ограниченность	Without the title restriction PubMed searches throughout the entire citation.
resurface	всплывать; возродиться	Also will Bill Cowher's name resurface for the 2010 season?
resurgence	возрождение	Democracy is just 2 centuries in resurgence from absolutist monarchy.
resuscitated	реанимировал	An ambulance crew resuscitated him
retain	удерживать; сохранять	What has made her name retain its magic for decades?
retaliate	отплачивать; мстить	However, attempting to retaliate is either futile or dangerous ethically
retaliation	возмездие; воздаяние; ответный удар	Protectionism invites retaliation
retention	удерживание; сохранение	Data retention is a crucial element of surveillance.
retire	уходить на пенсию; увольнять; уходить	Who sets tax rate and an age for you to retire from the workforce?
retort	возразить; парировать; возражение	But, I think the right retort is so freakin what?
retrace	возвращаться; восстанавливать в памяти	The is, you especially retrace which is which until it is otherwise late.
retract	отрекаться; втягивать; брать назад	The sperm whale can retract and protrude its eyes
retrain	переобучать; переподготовка	The guy suggested remedial tuition to retrain my brain.
retreat	отступление; отступать	A speedy retreat
retribution	наказание; возмездие; воздаяние	She's stayed with him, and the big worry is possible retribution from the drug people.
retrieve	вернуть; получить; восстанавливать	I find that a slow, steady retrieve is more productive.
reveal	обнаруживать; показывать; разоблачать; открывать	What it will reveal is a government driven by fear.
revealed	обнаружил; показал	His expression revealed how much he feared Mendez was right.
revelation	откровение; открытие; разоблачение	Revelations about his personal life
revenge	месть; реванш; отмщение	Other spurned wives have taken public revenge on their husbands
revenue	доход; выручка	Receive $1.2 billion in revenue from the delay of a corporate tax break.
reverberate	отражать	Oft did the cliffs reverberate the sound
reversal	аннулирование; полное изменение; задний ход; отмена	A dramatic reversal in population decline in the Alps
reverse	обратное; противоположное	Bella in reverse is shot from a high angle making her look more submissive.
revert	возвращаться к мысли; возвращаться	I would like revert from the French disparagement duly justified.
revise	проверять; исправлять	He had cause to revise his opinion a moment after expressing it
revive	восстанавливать; оживать	Could textspeak in Irish revive interest in the language?
revocation	аннулирование; отозвание; лишение гражданства	This happens every day in revocation hearings across the country.
revoke	отменять; отзывать; аннулировать	Has your U.S. visa ever been canceled or revoked?
revolve	вращаться	Begin revolve around him in some kind of way.
reward	вознаграждение; вознаграждать; премия; награда	The holiday was a reward for 40 years' service with the company
rhubarb	ревень	Simmer until the rhubarb is dissolving, about 7 minutes.
rhyme	рифма	I find a rhyme is rather lonely without a picture.
ribbon	лента; полоска	Grosgrain ribbon is a thicker ribbon which is woven with ridges in it.
richness	богатство; изобилие; плодородие	But now the richness is coming back home to Gujarat.
rid	освобождать; избавлять	He had coughed that first day in order to rid is lungs of the lint.
riddle	загадка	But the riddle is usually about, what is the truth?
ridge	хребет; гребень	The northeast ridge of Everest
ridicule	насмешка	Rudy Giuliani ran similarly early in Iowa, to much ridicule from the press.
ridiculous	смешной	When you realize how ridiculous these scenarios are,
right away	прямо сейчас; сразу; тотчас; немедленно	Users should be good to go right away
rigid	жёсткий; твердый; негнущийся	Two full seconds passed before Myles spoke, his expression rigid.
rigmarole	вздор; галиматья; пустая болтовня	The rigmarole is a lot, which is why I'm only going to Rebecca's show
rigor	строгость	What used to be a vibrant subculture is now a corpse rigid in rigor mortis.
rigorous	строгий; тщательный; точный	Same goes for students in rigorous academic programs.
rill	ручеек; родник; промоина	Rill erosion is most noticeable 
rind	кора; кожура	The rind is very thin and so the cheese is usually wrapped in foil.
ring a bell	быть знакомым; наводить на мысль; напоминать	Your description rings a bell, but I don't think I've ever been there myself.
ringlet	колечко; локон; кудряшка	Her hair fell loose in ringlets
rink	каток	The North American rink is narrower and the schedule is more grueling.
rinse	прополоскать	This provides power rinse, which is quite effective.
riot	восстание; бунтовать; мятеж	But in the final analysis, a riot is the language of the unheard.
rip out	вырывать; выдирать	I can rip the pipes out of the wall.
ripe	спелый; готовый к употреблению; зрелый	Makes this title ripe for reinvention.
ripple	пульсация; рябь	He dived into the pool leaving barely a ripple
rite	обряд; ритуал	The rite of communion
rival	соперник; конкурент; соперничать; конкурировать; соперничающий	Lacking from his title rival on the race track, seems to be earned after Toronto.
rivalry	соперничество; конкуренция; соревнование	Commercial rivalry
roam	бродить; странствовать; скитаться	The titles roam through six decades, from 1930 to 1990.
roar	рёв; шум; реветь; орать	All the heavy duty roar is coming from the back section.
roast	жареный; жаркое; жарить	Place in roast pan and pour marinade over roast, covering with lid or foil.
robbery	ограбление; разбой; кража	The death following the robbery is all too common.
robust	крепкий; надёжный; здоровый	The Caplans are a robust, healthy lot
rod	прут; ветка; удочка; жезл; скипетр	The curtain rod is hung to low and is the wrong colour.
rogue	мошенник; жулик	You are a rogue and an embezzler
roll	катить; ротация; катиться	“Dinaaj,” I echo, letting the name roll off my tongue.
romp	шумно играть; возня; шумная игра	Packer, CBS change game plan in romp, come through
roofing felt	толь; рубероид	What are the different types of roofing felt?
rooster	петух; забияка; задира	Small coincidence that the rooster is a popular bird in Mexico.
rope	верёвка; привязывать канатом; канат	It would be difficult to legally distinguish a jump rope from a garotte.
rosy	розовый; румяный	I am a qualified Environmental Technologist who saw the world in rosy pink shades.
rot	гниль; гниение; портиться; гнить	The leaves were turning black with rot
roughly	приблизительно	People were crouching over roughly built brick fireplaces
roundelay	хоровод	A conference panel never moves beyond a roundelay of blurb-speak.
rout	разгромить; выкапывать; поражение	Ravens send message to top-seeded Titans in rout of Dolphins
row	ряд; скандалить; шуметь; скандал; грести (в лодке)	The center seat on that row for less than full price
rub	натирать; тереть	When visibly Antiseptic hand rub Alcohol-based hand rub±
rubber	резина; резиновый	Thin rubber bands have nothing on those thick ones for accuracy and grip.
rubbish	мусор	Robo calls of rubbish from a bitter old robber baron.
rubble	обломки; щебень; булыжник	It takes only a moment to turn what you describe as rubble into a series of activities.
rude	грубый; невоспитанный	Was just plain rude, which is to be expected.
rue	сожалеть; раскаиваться; раскаяние	Try Stohrer in rue Montorgueil. not as good as the Real Thing, but not bad
rug	коврик; плед; ковер	The mushy piles it leaves on the rug is another subject though …
rule	правило; править	And in ruling her ranks it was her rule to rule;
rumble	грохот; громыхание; грохотать	A low rumble is heard in the distance
rummage	рыться; копаться; хлам; старье	If she, Betty, could be allowed to rummage through it!
rumour	слух; распространять слухи; молва	The rumour is that a 3-person lunar version is on the horizon.
run into	столкнуться	Soon you will run into your new words and phrases elsewhere
run over	переехать; пробегать; задавить	I will run over for a minute as soon as I can.
rush	спешить; торопиться; порыв; спешка	We blow the vuvuzela because we get an adrenalin rush.
rust	ржавчина; ржаветь	I would go with the sandblasting if indeed the rust is deep.
rustic	деревенский; простоватый; крестьянин	Both towns are known for inexpensive, well-designed furniture in rustic styles.
rustle	шелест; шорох; шелестеть	There was a rustle in the undergrowth behind her
rutabaga	брюква; репа	Some rutabaga like yesterday.
ruth	жалость; милосердие; сострадание	Ruth remained in control of the Rumsey family trust money and the farm.
ruthless	безжалостный; жестокий; беспощадный	Which he described as a ruthless dictatorship.
sack	увольнять; разграбление; постель; сумка	The sack of Rome
sacred	неприкосновенный; сакральный; священный	An animal sacred to Mexican culture
sacrifice	жертва; приносить в жертву; жертвоприношение	The short-term sacrifice is the path to a future for the next generations.
saddle	седло; оседлать	Cowboys could pack it in saddle bags and snack on it while mounted.
sadness	печаль; уныние; грусть	Yet Joe's sadness is reserved only for John McCain.
sagacious	проницательный	All the more perhaps for that, she was born sagacious, which is
sailer	парусник; парусное судно	I think Sailer is generally correct here, unlike Frum.
sailor	моряк; матрос	And drink with a sailor is always excessive.
sake	польза; ради; ради кого-либо	Change for change's sake is short sighted and dangerous.
salary	жалованье; оклад; заработная плата	He received a salary of $29,000
saliva	слюна	And if he breathes on you, the Komodo dragon saliva is deadly.
salvage value	остаточная стоимость; ликвидационная стоимость	Which does not rely upon establishing a salvage value.
salvation	спасение	Joy in God and in his salvation is the only true, solid, satisfying joy.
sapling	молодое деревце; саженец	A sapling clover.
satiety	сытость; насыщение; пресыщение	A molecule that seems to regulate satiety
satisfactory	удовлетворительный	The brakes are satisfactory if not particularly powerful
satisfy a condition	удовлетворять условию	Claimants must also satisfy conditions of residence
saturation	насыщенность; насыщение	I myself would avoid the phrase saturation bombing in this context.
saucer	блюдце	It could have been a flying saucer from a 1960’s science fiction film.
saucy	дерзкий; наглый; нахальный	Photographs show clear, frank eyes and an expression both saucy and penetrating.
savage	свирепый; дикарь; жестокий; дикий	Packs of savage dogs roamed the streets
save up	копить; откладывать; делать сбережения	I suppose you and your brothers have to save up twig by twig
savvy	сообразительность; смышленость	But woods/prairie/mountain savvy and a moderate gun will go a long way.
saw	пила; пилить	When I saw you on that stage.
scaffold	строительные леса; плаха; подмости	A scaffold boards
scallion	зелёный лук; лук-шалот	My version is very similar to yours, except that I add in scallion too.
scallop	морской гребешок	In the form of a scallop shell
scant	скудный; недостаточный; ограниченный	Companies with scant regard for the safety of future generations
scapegoat	козёл отпущения	Every Democrats favorite 2000 election scapegoat is running for president.
scarce	редкий; дефицитный; недостаточный	Unfortunately, deals are in scarce supply from wineries directly.
scarcity	недостаток; дефицит; нехватка	A time of scarcity
scarecrow	чучело; пугало	The scarecrow is placed in a field, and there it could have remained.
scary	жуткий; пугающий; страшный	A scary movie
scathe	губить	Oh, boy, is the letter that I write to Customer Service going to scathe.
scatter	разбрасывать; рассеивать	Once a scatter is attached, a right side of a shade should demeanour similar to this.
scavenger	падальщик; мусорщик; поглотитель	Manual scavengers and sweepers suffer extreme forms of social exclusion.
scenery	декорации; пейзаж	My brother lives there and the scenery is awesome.
scent	запах; духи; нюхать; чутье	The flipside to this scent is “Tiberius: Go Boldly”
schedule	расписание; график	Shoot, the way my schedule is these days, I am happy to fish a few times a month!
schmuck	подонок; идиот	They’re just some poor schmuck doing their job.
scoff	насмешка; издеваться; насмехаться; жратва; жрать	These were such as scoff at sacred and divine subjects.
scold	бранить; ругать	One hasn't the heart to scold her.
scorch	палить; подпаливать; пятно от ожога; бешеная езда	Record-breaking heat wave to scorch parts of the USA this weekend
score	счет; вести счет	Personally, I really think that this score is awesome.
scorn	презрение; пренебрежение; презирать	Sometimes scorn, and the expression of scorn, is warranted.
scoundrel	негодяй; подлец; мерзавец	Whether I'm zealot or scoundrel is beside the point.
scour	рыскать; прочёсывать	They scour the area the first time and here they go for round two.
scourge	бич; бедствие; бичевать; карать	The scourge of mass unemployment
scout	разведчик; производить разведку; скаут	I was sent to scout around for a place to park the camper
scowl	хмуриться	Kurt belched loudly, provoking a scowl from the Greek.
scramble	карабкаться; пробираться; ползти	And that means that the early-morning scramble is underway too.
scrap	лом; клочок; превращать в лом	I run my town's recycling center and can attest to the sharp rise in scrap metal prices.
scrape	скрести; чистить; соскабливание; очищение	He heard the scrape of his mother's key in the lock
scratch	скрести	Starting from scratch is what many hospitals have been doing.
scrawl	каракуль; небрежный почерк	With thine own name scrawl'd through it, defacing a soul?
scribble	писать быстро и небрежно; каракули	To arrest Lee for that scribble is completely out of proportion.
scrotum	мошонка	No, it's because I have maggots in my scrotum.
scrounge	выпрашивать; выискивать	He had managed to scrounge a free meal.
scrub	скрести; чистить; мыть щёткой; тереть	So a scrub is a perfect uniform for teachers like my sister.
scrutinize	изучать	Trafford instructed them to scrutinize her testimony with the greatest of care
scrutiny	внимательный осмотр; испытующий взгляд; осмотр	I would say the class in scrutiny is definitely the beneficiary of theft.
scuba	акваланг	Well, it reminded me of like a resort course in scuba diving.
sculling	гребля	Or perhaps a sculling motion is being attempted?
scurvy	цинга	The sea-scurvy is evidently caused by it in long voyages.
scythe	коса; косить	Outwitting the man with the scythe is a universal activity.
sea buckthorn	облепиха	In foods, sea buckthorn berries are used to make jellies.
seal	тюлень; запечатывать; заклеивать; печать	Hold the seal is a crucial element of the system.
seam	шов; рубец; стык	Place the roll in the prepared loaf pan, making sure the seam is on the bottom.
seamlessly	бесшовно; плавно	Each song is seamlessly integrated into the film
search warrant	ордер на обыск	The court also authorized a covert search warrant on Ms. Toensing
seasoned	закалённый; опытный; бывалый	He would slice it about a half inch thick, dredge it in seasoned flour and fry it up.
seclude	отделять; уединяться; изолировать	Are we really doing this when we seclude ourselves in our own private communities?
secular	светский; мирянин; мирской	Secular moral theory
sedate	спокойный; уравновешенный	They were supposed to quietly live out their lives in sedate seclusion.
sedated	под наркозом	Colonoscopy patients are sedated, meaning the examination can be more thorough.
sediment	отложение; осадок; осаждаться	Floats are tethered to the trees so that once felled, no sediment is disturbed.
seduce	соблазнять; обольщать	Averages again seduce us away from minute observation.
seductive	соблазнительный; притягательный; чарующий; обольстительный	There is a certain seductive symmetry to this move.
seek	искать; разыскивать; стремиться; добиваться	I assure you the Utopia you seek is not Wisconsin.
seem	казаться; померещиться; похоже	The last three words of the title seem important.
seemingly	по-видимому; на вид	Never has a label seemingly applied so well to a situation.
seep	просачиваться; протекать; течь	One long hot breath followed by another causes clouds to seep from the bell.
seepage	просачивание; утечка; течь	The National Rivers Authority was called on to prevent further seepage
seize	схватить; завладевать; хватать	This may cause the chocolate to seize, that is, to clump up.
seizure	приступ; захват; припадок	They must have has a collective brain seizure when they read the entry.
selfish	эгоистичный; себялюбивый; корыстный	I joined them for selfish reasons
selflessness	самоотверженность; бескорыстность	Thanks to all involved for the true lesson in selflessness and service.
semicircle	полукруг	Chairs were in a semicircle around the hearth
seminal	оригинальный	Here 'spunky' is slang for covered in seminal fluid.
sense	чувство; значение; понимание; смысл	If we had a sixth sense, what a _new sense_ it would be!
sense of purpose	смысл жизни; целеустремленность	When you have a sense of purpose at work, you feel passionate.
sensible	разумный; здравомыслящий; рациональный	I cannot believe that it is sensible to spend so much
sentence	предложение; приговор	That sentence is code for people die during the crossing.
sentient	чувствующий; разумный	The equality of all sentient life forms.
separate	разделять	Separate Hezbollah from their weapons and ammunition.
serendipity	интуиция	A fortunate stroke of serendipity
serene	безмятежно	His expression serene once more.
serenity	спокойствие; ясность; безмятежность	So I agree that serenity is not much a creativity factor.
serf	крепостной; раб	A serf was a person who did not own his own labor.
serial	последовательный; серийный	He was a serial adulterer
servant	слуга; служитель; прислуга	I have the honor to be, Sir, your obedient servant.
serve	помогать; быть полезным; оказывать помощь	His serve is probably the best on the tour
settee	небольшой диван; кушетка	Between the chairs and the settee was a wooden box.
settle	успокаиваться; униматься	Every effort was made to settle the dispute
sever	отделять; разъединять; разрывать	Then I sever the rope that holds the sandbag for boxing
severance package	компенсация при увольнении; выходное пособие	Policies for severance packages in a company's employee handbook
severe	суровый; жестокий	A severe shortage of technicians
sew	шить; пришивать; зашивать	Just because I’m a girl I know how to sew, is that it?
sewer	канализационная труба; коллектор	Storm water drainage into the sewer system.
shack	хижина; будка; лачуга	Cozy little shack
shackle	кандалы; заковывать	Both are subject to the shackle.
shady	тёмный; сомнительный	He was involved in his grandmother's shady deals.
shaft	ствол; вал	Officials say the drill making an escape shaft is within days of reaching the men.
shaggy	волосатый; лохматый; косматый	Looks shaggy and feels slightly wet.
shake	встряхнуть; встряска; дрожать; трясти	I've had this cold that I just can't shake
shakeout	встряска; вытеснение мелких фирм; разорение компаний	The current shakeout in the computer industry
shall	следовало бы	But oh, father, what shall I do! what shall I do!
shallow	мелкий; неглубокий	My boxer tries to catch the fish she sees in shallow water.
sham	обман; мошенничество; притворство; симуляция	The proposed legislation is a farce and a sham
shamefacedly	стыдливо	She paused, biting her lower lip a touch shamefacedly.
shape	форма; очертание; придавать форму	This shape is also known to represent the pagan God called, Remphan.
shard	осколок	Because the shard is a subtle thing, as is the parent crystal.
sharp	острый; проницательный; резкий	The new neighbor was caught now, her expression sharp as a pencil point.
shatter	разбиться; поколебать; раздробить	The over-run attempt was an attempt at a shatter.
shawl	шаль; платок	Our stream shawl is plain purple with the Chicago Cubs C in gold.
