serf	крепостной; раб	A serf was a person who did not own his own labor.
serve	помогать; быть полезным; оказывать помощь	His serve is probably the best on the tour
settee	небольшой диван; кушетка	Between the chairs and the settee was a wooden box.
settle	успокаиваться; униматься	Every effort was made to settle the dispute
severe	суровый; жестокий	A severe shortage of technicians
shack	хижина; будка; лачуга	Cozy little shack
shady	тёмный; сомнительный	He was involved in his grandmother's shady deals.
shakeout	встряска; вытеснение мелких фирм; разорение компаний	The current shakeout in the computer industry
sham	обман; мошенничество; притворство; симуляция	The proposed legislation is a farce and a sham
shard	осколок	Because the shard is a subtle thing, as is the parent crystal.
shatter	разбиться; поколебать; раздробить	The over-run attempt was an attempt at a shatter.
sheaf	пучок; сноп; вязать снопы	Without referring to the sheaf of papers and folders on his lap, Carmine commenced.
shed	сарай; навес; проливать; лить (слезы, кровь)	A bicycle shed
sheer	отвесно; явный	She giggled with sheer delight
shelve	откладывать; откладывать; класть в долгий ящик; полка	The grey box on the left corner shelve is her Koli masala box.
shill	зазывала; подставное лицо	Pretty tired of reading all of these SHILL reviews.
shiver	дрожать; вздрагивать; дрожь; трепет	Nothing that puts that kind of shiver up your spine is dull.
shoal	мелководье; мелководный; косяк	Only on the first shoal, which is in the 'Reed's' station.
shore	поддерживать; нести; подпирать; берег	The fact that the cop can leave the thief alone on the shore is amusing.
shout	крик; возглас; стонать	The blow, and the great shout from the audience, angered him.
shove	засунуть; пихать; совать; толкать	What, if push comes to shove, is your all-time favorite album?
shrill	визгливый; визжать; пронзительный	The shrill of a smoke detector filled the air
shrivel	высушивать; сморщивать; делать бесполезным	They kind of shrivel up a little bit.
shroud	саван; окутывать	He was buried in a linen shroud.
shun	избегать; остерегаться; держаться в стороне	Did anybody notice Palin shun Fey at the end of the show?
shyly	робко; застенчиво	He said the name shyly, as if almost afraid to use it.
sideways	вкось; боком	This is what I described as the sideways S pattern.
sigh	вздох; вздыхать	When blushing Love first breathes its virgin sigh,
sizzle	шипение; шипеть	Clearly, the one with the most pregame sizzle is option C.,
slander	клевета; оклеветать	He is suing the TV network for slander
slash	хлестать; резать	Some of the sites, of course, contain slash fiction.
slate	доска; шифер	The children copying onto slates.
sleazy	неопрятный; неряшливый	The only thing sleazy is the way Bill Clinton acts.
sleigh	сани; ехать на санях; санки	a wee like a storm, and my sleigh is at the blacksmith's to be shod.
slender	тонкий; худой; стройный	Cute little girls frozen forever in slender bodies.
slime	ил; тина; шлам	The cold stone was wet with slime
slit	перерезать; рвать; щель	The double-slit is a fundamental, irreducible quantum phenomenon.
slobber	слюни; обслюнявить	This lady makes me sick just like the Obama slobber fest.
sloppy	неряшливый; небрежный	Your speech has always been sloppy
slosh	хлюпать; залить	I asked, watching the goop slosh from side to side.
slouch	сутулость; сутулиться	My brother was no slouch at making a buck
slough	вспучиваться; болото; уныние	Trouble was there was a slight slough from a pond right up to the fence.
sludge	ил; осадок; шлам	According to MAL, at least 95 percent of the sludge is still in the reservoir.
sluggish	вялый; пассивный; медленный	A sluggish stream
slur	оскорбление; ругать	The new whitewing slur is that Michelle Obama is not allowed to practice law.
slush	слякоть; обрызгать	The volume in slush would make the query process more effective.
smidgen	малость; чуточка; капелька	Add a smidgen of cayenne.
smug	высокомерный; самодовольный	He was feeling smug after his win
snap	щелчек; защелкиваться	She closed her purse with a snap
snarl	рычать	He bellied cautiously inside and was met by a warning snarl from the she-wolf.
sneer	насмешка; насмехаться	Make false accusations and sneer from the safety of the shadows?
snitch	стукач; осведомитель; ябедничать; доносить	They thought he was a plant or a snitch.
snog	целоваться и обниматься	Can you imagine a fic where Jack teaches 10 how to snog properly?
snub	относиться с пренебрежением	You snub your cub too many times
snuffle	сопение; гнусавить	He heard a snuffle behind him -- a half-choking gasp or cough.
soar	парить; витать	The multiple flowers seem to literally soar from the plant.
solace	утешение; успокоение	I found a certain solace and soothing in the telling.
solemn	торжественный; мрачный	Bradford nodded, trying his damnedest to keep his expression solemn.
solstice	солнцестояние	But you are absolutely right, the summer solstice is the 21st.
solvency	платежеспособность; состоятельность	To reach long term solvency.
somber	темный; угрюмый; мрачный	Keeping his expression somber, he waited for the polite applause to die down.
sonorous	звучный; звонкий	He spoke each name sonorous.
sordid	отвратительный; грязный; противный	The story paints a sordid picture of bribes and scams.
sore	больной; чувствительный; рана	My entire upper body was sore from the experience.
span	пролет; перекрывать; покрывать; охватывать	The events depicted in the title span the time frame from Saiyan to the Kid.
spangle	усеивать	The silvery leaves of the eucalyptus trees spangle like tinsel.
spare	запасной; лишний; жалеть; пощадить; экономить	Every dollar you can spare is another dollar closer to victory.
sparge	обрызгивать	It's commonly used to sparge malted barley when brewing all-grain homebrews.
sparse	редкий; скудный	In sparse patches.
spasm	спазм; судорога	A spasm occurs when a wrong message from the nerve causes the muscle to move.
spillover	избыток; перелив; побочный	It's both about the current showdowns and the long-term spillover.
spine	позвоночник	His spine is not the only part of this body stenosed.
spite	злоба; досаждать; делать назло	Your spite is a cancer that affects you and those around you.
spoil	портить; портиться	Persians to the rout; wherefore all the spoil is thine.
spook	пугать	The super spook is my favorite top water muskie bait for the spring.
spooky	жуткий; жутко	Oh and I’ll let in spooky, exciting and adventurous too.
spurious	ложный; поддельный; фиктивный	Not emotionally spurious, is at present very difficult to imagine.
squabble	ссора; склочничать	The title squabble between the Saints and the Colts.
squeal	визг; визжать	There came a sort of squeal from the corner of the room.
squirm	извиваться; корчиться	Watching the right squirm is so much fun
stagger	ошеломлять; шататься	She walked with a stagger
stake	рисковать; доля; ставка; ставить на карту	The mans, him which drive the stake, is nevaire no more.
stalwart	рослый; дюжий	He remained a stalwart supporter of the cause
stampede	паническое бегство; давка	The ethanol stampede is contributing to a sugar shortage.
stand out	выделяться; выдаваться; быть заметным	He became a stand out quarterback in the NFL
staple	основной; главный; скоба	A sci-fi staple, is that they could be anyone and anywhere.
stare	смотреть пристально	Do you think your disapproving stare is calming my baby?
stark	застывший; совершенно	Stepping closer, Worf appraised her with an expression of stark admiration.
startle	напугать; испуг	We am in startle that Murphy has died!
stationery	канцелярские принадлежности; канцелярские товары	I just remember that stationery is sold by a stationer, not a stationar.
statute	закон; устав	This statute is about one thing and it's NOT traffic safety.
statutory	установленный	Non-Human Primates A lesson in statutory construction.
stead	вместо	That puts it in very different stead from a plea bargain.
steadfast	стойкий; устойчивый; непоколебимый	Online activists, however, remain steadfast in their opposition to the bill.
steadfastly	упорно; стойко	And yet both groups remain steadfastly committed to the Democratic party.
steadily	неуклонно; стабильно	Also, Billy stayed away from home longer hours, and was again steadily drinking.
steady	устойчивый; постоянный	The lighter the camera, the harder it is to hold steady
steep	крутой; отвесный	Supposedly the Church of England is in steep decline in England itself.
steeply	круто; резко	The main reason that home values have fallen steeply is foreclosure.
steer	направлять; руководить; намекать; управлять	I just let my misreading of the title steer me in the wrong direction.
stern	строгий; суровый; корма	Storm of mutinous anger gathers round the Captain stern and true,
stew	тушить; тушиться; тушеное мясо	They stew them, colonel, actually stew beefsteaks!
stiff	негибкий; жесткий	An alki-stiff is a tramp who drinks druggist's alcohol.
stifle	задушить; удушать; коленный сустав животных	New regulations would stifle investment.
stint	урочная работа; скупиться; ограничивать	To avoid having to stint yourself, budget in advance.
stipulate	ставить условием; предусматривать; договариваться	As for reading - all I would stipulate is no interruptions!
stoat	горностай	Such as the stoat and weasel.
stoop	унижаться; наклонять; нагибать	A tall, thin man with a stoop
stow	укладывать; наполнять; набивать	The bathhouse offers baskets in which to stow your clothes
strain	напряжение; напрячь	A groin strain is exactly the type of injury that most goalies dread.
strand	нитка; прядь; прибрежная полоса	Try pulling out a thin strand with your fingers and holding the magnet nearby.
strangle	удавить; задушить	Overrestrictive policies strangle growth
strap	ремень; связать	I had to strap the bag to my bicycle
stratify	расслаиваться; касты; напластовываться	They will certainly stratify who gets what, when and how.
stray	заблудиться; сбиться с пути	How do he and Bobbie stray from the family paradigm?
strenuous	напряженный; усердный	Objections were strenuous from the Chinese, and totally ignored.
stretcher	носилки	Because the stretcher is rotated.
strident	пронзительный; визгливый	His voice had become increasingly sharp, almost strident
strike	бить; забастовка; ударять	He raised his hand, as if to strike me
stringent	строгий; обязательный; точный	California's air pollution guidelines are stringent.
strive	стараться; прилагать усилия	Nor does Froomkin strive for the kind of balance.
stroke	инсульт; поглаживать; ласкать	If I'm off one day and shoot 75 in stroke play, it's not the end of the world.
struggle	борьба; напряжение; бороться	His main struggle is going to be Hillary trying to sabotage his campaign.
stumble	спотыкаться; оступаться; запинаться; ошибаться	That’s strange, every third stumble is an EBay auction …
stump	пень; корчевать	Bush lies about his mother in stump speeches by on
stun	ошеломлять; оглушать; шокировать	I mean, who wouldn’t want electric Cinderella Shoes with a built-in stun gun?
sublet	передавать в субаренду; субаренда	How can I find a short-term sublet not using Craiglist?
submissive	покорный; смиренный	That they won’t see you so long as you remain submissive?
subpar	не на должном уровне	This month his performance has been subpar
subsistence	средства к существованию; пропитание	You are right; there is a difference in subsistence hunting and poaching.
substantiate	доказывать; подтверждать; обосновывать; делать реальным	They had found nothing to substantiate the allegations
subterfuge	уловка; трюк	It doesn't have anything to add and can only dabble in subterfuge.
succinct	краткий; сжатый	Use short, succinct sentences.
succumb	погибать; уступить; поддаться	You're telling me that they kind of succumb to PR pressure?
succumbing	поддаваться	Universities are not alone in succumbing to that temptation.
suffice	быть достаточным; хватать; удовлетворять	Satisfy plus suffice, which is to say good enough.
suffocate	задушить; задохнуться; душить	Which liens will suffocate the short sale process
sullen	угрюмый; мрачный	Rysatam replied, his expression sullen.
sumptuous	роскошный; пышный; великолепный	The banquet was a sumptuous, luxurious meal
superficial	поверхностный	What were described as superficial wounds.
supersede	заменить; смещать	People who can spell supersede correctly are few and far between.
superstitious	суеверный	Now I wait in superstitious dread for number three.
supplant	вытеснить; занять место	Another discovery could supplant the original finding.
supplement	дополнение; Добавление; приложение	They buy a supplement from the private market for the balance.
supplicate	молить; умолять	Another Republican has had to supplicate to Rush Limbaugh.
surety	поручительство; гарантия	One of the people who provided the surety was a prime witness in the case.
susceptible	восприимчивый; впечатлительный	They produce the same reaction in susceptible people.
swaddle	пеленать; свивать	Sweet, sweet the swaddle is that guarantees the sleep …
swell	разбухание; нарастать; нарастание	Looks like a grassroots swell is a-comin '!!!
swig	большой глоток; пить большими глотками	He took a swig of tea.
swill	помои; пойло	A swill of ale
swindle	обманывать	Instead, the way that they accomplished the swindle is explained in this post.
swing	качать	As long as my swing is there, I know I'm going to get a hit somehow.
swirl	воронка; водоворот; кружить в водовороте; вихрь	The swirl is just beautiful ... wish I knew the secret!
swivel	поворачивать; вращать	Experts on call swivel around to help both groups.
take after	быть похожим на	He took after our Dad as he is fond of going in for sports.
tally	соответствовать; подсчитывать; совпадать; сверять	The tally is still considered unofficial, however.
tamer	дрессировщик; укротитель	The animal tamer performs with a leopard and a porcupine.
tangle	путаница	There in the midst of the tangle was a big black touring-car.
tasting	проба; глоток; кусочек	Blind tasting is tough – tasting Bordeaux 2005 with Robert Parker
taunt	насмешка; насмехаться	It’s always safer to criticize and taunt from a distance, though ….
tedious	утомительный; нудный; скучный	Switching to the long-term tedious nuclear dossier of Iran.
telltale	предательский; болтун; ябедник	The telltale bulge of a concealed weapon.
temper	характер; нрав	They would make the expression = This temper, your temper.
tenable	надежный	Is the idea tenable?
tenacious	цепкий; упорный; крепкий	Again Ivy gave that shrug, but her expression was tenacious.
tenant	арендатор; наниматель	Madame Kostoff is the new tenant of the building
tentative	попытка; пробный; экспериментальный	A tentative conclusion.
tentatively	робко; ориентировочно	The project is tentatively scheduled for next year.
tenuous	разреженный; слабый; вялый	How will you live your life in tenuous circumstances?
terrific	потрясающий; ужасающий; прекрасный	There was a terrific bang
testament	показание; завещание; свидетельство	New testament is a snap, old requires some searching.
testify	заявлять; давать показания	That, as many ex-girlfriends of mine will testify, is quite untrue.
testimony	доказательство; свидетельство	The NCI admitted in testimony before the U.S. Congress in 1998.
thaw	оттаивать; потепление; оттепель	Will the voters of Minnesota encounter a brain thaw by November?
thirst	жажда; хотеть пить	Oh yeah, dying of thirst from the water they took to do that scam.
thorax	грудная клетка	The entire hemi thorax is treated with radiation therapy.
thoroughly	тщательно; основательно; вполне	He searched the house thoroughly
thoroughness	тщательность; доскональность	His scholarship was marked by thoroughness and accuracy
though	хотя; несмотря на; однако	Though is it good for a riffing session with friends? wonka bar
thrifty	экономный; бережливый	Encourage others to be inventive and thrifty, which is how you must be.
thrill	возбуждение; глубокое волнение	The thrill of jumping out of an airplane
throughout	повсюду; на всем протяжении	Throughout this book, we rely on the Faith Matters surveys.
throughput	пропускная способность; производительность; продуктивность	After it showed a promising increase in throughput
thwart	мешать; разрушать планы; помешать	How exactly did Barney Frank thwart reform of Fannie & Freddie?
tickle	щекотать; щекотание; щекотка	Both times the infection started with a little tickle in my skin.
tighten	затягивать; зажимать; натягивать	I can’t, she thought, watching his expression tighten with anger.
tilt	наклонять; опрокидывать	The floor tilted slightly
tiresome	утомительный; нудный	I think Family Guy is a truly awful show, but I can tell you why in tiresome detail.
toot	гудок; давать гудок; трубить в рог	An accidental toot from the saxophonist
torment	мучить; мучение; пытать	It was a bestial cry, as of a soul in torment, filled with infinite protest and pain.
torque	вращающий момент; крутящий момент	Constant chain torque eventually will loosen this bolt.
tort	гражданское правонарушение; противоправное деяние	Public nuisance is a crime as well as a tort
tot	малыш; суммировать; складывать	Dancing classes for tiny tots
tough	жесткий; трудный	Tough backpacks for climbers
tout	навязчиво расхваливать; рекламировать	May gadgets & wires be humming with harmony again tout de suite.
traceability	отслеживаемость; прослеживаемость	They should push for full traceability of fish from boat to plate
traipse	идти с трудом; тащиться	Students had to traipse all over Washington to attend lectures
trample	растоптать; топтать	CAW president Ken Lewenza said such a provision would trample workers' rights.
treachery	предательство; коварство	Exposing your duplicitiousness and treachery is a full-time job.
treat	обращаться; обходиться; удовольствие; лечить; угощать	Right: What the hell kind of treat is this supposed to be?
tremble	дрожать; трястись	There was a slight tremble in his voice
tremulously	робко; трепетно	He began in a rather tremulous voice
trickle	струйка; сочиться	Only morons still believe in trickle-down economics.
trifle	мелочь; пустяк	In the Toast family, each trifle is different, and improvisation is encouraged.
trot	гарцевать; идти рысью	The trot is the natural gait of a horse.
trough	корыто; впадина	A vast glacial trough.
trove	найденный клад; сокровищница	The museum's trove of antique treasure.
truce	перемирие; передышка	They termed a truce in exchange for a U.S. military withdrawal from Afghanistan.
trumpet	труба; возвещать	The trumpet is still sounding, and we still hear the call.
tumble	падать	I took a tumble in the nettles
tungsten	вольфрам	Tungsten is still a cheap material compared with prices of substitutes.
turbid	мутный; туманный; густой	The river raced in turbid waves.
turnout	собрание; явка на выборы; публика; аудитория; сбор	This kind of turnout is just an unbelievable thing.
turpitude	порочность; развращенность	Neither turpitude nor quotidian get a mention in my little English-French dictionary.
twiddle	вертеть; верчение	Review for inFAMOUS, E3 predictions and we twiddle our thumbs.
twist	крутить; кручение; поворот	This looks and sounds incredible and I love your title twist!
ubiquitous	вездесущий; повсеместный	The need to cover one's nether regions, while not ubiquitous, is nearly so.
umbrage	обида; обидеться	Caribbean countries said they took umbrage.
unbeknownst	неведомый	We popped on each seal-island unbeknownst.
uncouth	неотесанный; грубоватый	He is unwashed, uncouth, and drunk most of the time.
undergo	подвергаться; переносить; претерпевать	And relieve the torture I undergo, which is extremely wearing.
undermine	подрывать; разрушать	These labels undermine consumer confidence in dairy products.
underneath	внизу; скрытый; тайный; под; ниже	The skin underneath is constantly breaking down and is very painful.
undisguised	явный; открытый; нескрываемый; незамаскированный	She ejaculated in undisguised surprise.
unduly	чрезмерно; излишне; неправильно; незаконно	There is no need to be unduly alarmed
unequivocally	определенно; однозначно; недвусмысленно	And I said, First you must clear my name unequivocally.
unflappable	невозмутимый	I prided myself on being unflappable even in the most chaotic circumstances.
unilateral	односторонний; самостоятельный	Unilateral nuclear disarmament
unravel	разгадывать; распутать	Quite why she told a lie which was always going to unravel is a bit of a puzzle.
unrelenting	жестокий; безжалостный	We're talking about long-term unrelenting pain.
unscrupulous	недобросовестный	Unscrupulous landlords might be tempted to harass existing tenants
untiring	неутомимый	It was the old and ever untiring pursuit of gold.
upheaval	переворот; потрясение; сдвиг	And that upheaval is typically accompanied by a prominent face.
uphold	поддерживать; защищать	Noa - how can you uphold your claim when it is transparently false?
uptight	встревоженный	Uptight dancer from Centre Stage! back to the tanning salon stat.
urge	побуждение; убеждать; настаивать на	Dean has to kill evil, because the urge is in his blood.
utterance	высказывание; произнесение	The simple utterance of a few platitudes.
vain	напрасный; самодовольный; тщетный	If, as it must be, what I have said, in vain, is really the fact
valor	доблесть; отвага	They said Jeff stole honor and valor from the real heroes.
valuation allowance	оценочные резервы	A business should create a valuation allowance for a deferred tax asset
vanity	тщеславие; гордость	It flattered his vanity to think I was in love with him
vanquish	побеждать; преодолевать; подавлять	If they do not vanquish food, food will vanquish them.
vein	вена; жила	So calling Viet Nam War deaths in vein is a very loaded signal.
venerable	почтенный; маститый	A venerable statesman
venerate	поклоняться; боготворить	Mother Teresa is venerated as a saint.
veracity	достоверность; правдивость	Officials expressed doubts concerning the veracity of the storyю
verge	грань; приближаться; край	They came down to the verge of the lake.
verisimilitude	правдоподобие	The effectiveness lies in verisimilitude, and this is a vital point.
vernacular	разговорный; общеупотребительный	For the Yankee vernacular is dying out of New England.
verse	стих; строфа	A lament in verse
vestigial	примитивный	If ID is so down with genetic decay, they wouldn’t resist the idea of vestigial organs.
viable	жизнеспособный; практически осуществимый; пригодный	The only thing that makes this viable is copyright.
vicious	порочный; злой; неправильный	A vicious assault
vied	соперничать	Normally the center of market attention, Greece vied for the spotlight with Italy.
vigilant	бдительный; неусыпный	Finally, the American people should remain vigilant, but also be confident.
vindictive	мстительный; злопамятный	The criticism was both vindictive and personalized
virtue	достоинство; преимущество; добродетель	Paragons of virtue
volley	залп; стрелять залпом	No, this volley is being fired by Peter Paul, and it's a doozy.
voracious	прожорливый; ненасытный	He had a voracious appetite.
vouch	ручаться; гарантировать; поручиться	I just read your message so I'm posting my vouch.
vow	клятва; зарок; клясться; обет	My new years vow is to scout scout scout before next fall!!!
wad	пачка; связка; пучок; комок	For I'm weary wi 'the hunting, and fain wad lie down.
wade	бродить; пробираться; брод; переход вброд	I do agree that Roe v. wade is a hard decision to defend.
waft	доносится	It's funny how those thoughts kind of waft into your head.
wail	вопить; оплакивать; вопль; стенания	We were interrupted by a wail from the Russian courier
waive	отказываться	Just extend your middle finger and 'waive' them away!
wallow	валяться; погрязать; валяние	I think a wallow is good for the soul on occasion.
wane	идти на убыль; спад	Shvat Affective Disorder is on the wane, which is good.
ward	опека; камера; подопечный; палата	If a ward is failing then the inspector is held accountable and moved on.
warden	надзиратель; смотритель; тюремный начальник; хранитель	What game warden is not going to come up and check it anyway.
watershed	водораздел; переломный	These works mark a watershed in the history of music.
wattle	плетень; плести; акация	A wattle is the bit of flesh below a rooster’s beak.
waver	колебаться; дрогнуть; колыхаться; волноваться	Kamuk did not hesitate, nor did his expression waver from seriousness.
wayfarer	путник; странник	The last chance wayfarer had left a supply of firewood.
wearily	устало; утомленно	He called wearily for help, but there was no response.
webbing	тесьма	That's probably why the webbing is not obvious.
weep	плакать; запотевать; рыдать	Sit down and have a weep
weir	плотина; водослив; запруда	Is it possible for them to get through the weir from the bayou to the lake?
weird	странный; непонятный; чудной	A weird coincidence
welder	сварщик; сварочный агрегат	I searched for welder, and got 131 hits nationwide.
whiny	плаксивый	He speaks in a whiny, childish voice.
whip	кнут; хлыст; высечь	It's a whip, that's what it is.
whistleblow	доносить; осведомлять; свисток	Causing him to whistleblow either on CNN or MSNBC.
wield	владеть; иметь в руках; уметь обращаться; обладать	Keanu Reeves knows kung-fu -- but does he know how to wield a katana?
wig	парик	They should have had her in a wig from the beginning.
wit	остроумие; ум; разум	I coulda took her wit dat, wit just my little finger even, and broke her in two.
wither	сохнуть	Vines will brown and wither.
withstand	вынести; выдерживать	I throw my hat in with those I think will long term withstand the pressure.
woe	горе; проблемы; несчастье	I'm in currently in the woe is me stage.
woo	ухаживать; свататься	Giving up the woo is of course expected, so no hard feelings.
worldly	житейский; мирской	She was much more worldly than Nora and dismissed the slur
wreath	венок	A Christmas wreath.
wrest	вырвать; бороться; рывок	England had to wrest from the Dutch their ascendancy in New
wretch	негодяй; негодник; несчастный	That poxy wretch is my father and no, she’s not.
wriggle	извиваться	Miss Bartlett gave a kind of wriggle, and he prepared for a discussion.
yawn	зевать; зевота	As far as her continuing her fight to win ... yawn!
yearn	тосковать	Some people yearn for a return to monarchy
